调仓日,期末,代码,名称,买入价,卖出价,股数,止损日,区间收益
20200729,20200805,601633.SH,长城汽车,12.75,13.74,8500,,0.0776
20200729,20200805,000708.SZ,中信特钢,20.3,19.3,5300,,-0.0493
20200729,20200805,600309.SH,万华化学,64.7,66.25,1700,,0.024
20200729,20200805,300498.SZ,温氏股份,23.83,23.99,4500,,0.0067
20200729,20200805,601009.SH,南京银行,7.84,8.03,13800,,0.0242
20200729,20200805,600801.SH,华新建材,25.9,27.25,4200,,0.0521
20200729,20200805,000895.SZ,双汇发展,54.56,54.0,2000,,-0.0103
20200729,20200805,601088.SH,中国神华,15.59,15.65,7000,,0.0038
20200729,20200805,000157.SZ,中联重科,8.2,8.37,13200,,0.0207
20200729,20200805,600660.SH,福耀玻璃,24.38,26.93,4300,,0.1046
20200805,20200812,601633.SH,长城汽车,13.74,14.63,8100,,0.0648
20200805,20200812,000333.SZ,美的集团,71.0,70.66,1600,,-0.0048
20200805,20200812,600309.SH,万华化学,66.25,66.45,1700,,0.003
20200805,20200812,600585.SH,海螺水泥,62.6,60.55,1800,,-0.0327
20200805,20200812,601009.SH,南京银行,8.03,8.14,13800,,0.0137
20200805,20200812,600352.SH,浙江龙盛,15.62,15.21,7100,,-0.0262
20200805,20200812,600028.SH,中国石化,4.03,3.99,27600,,-0.0099
20200805,20200812,600801.SH,华新建材,27.25,26.68,4100,,-0.0209
20200805,20200812,601155.SH,新城控股,34.15,34.4,3300,,0.0073
20200805,20200812,601225.SH,陕西煤业,7.96,7.7,12900,,-0.0327
20200812,20200819,601633.SH,长城汽车,14.63,14.56,7600,,-0.0048
20200812,20200819,600660.SH,福耀玻璃,29.0,29.9,3800,,0.031
20200812,20200819,600926.SH,杭州银行,10.78,11.84,10300,,0.0983
20200812,20200819,000708.SZ,中信特钢,19.0,18.7,5800,,-0.0158
20200812,20200819,601607.SH,上海医药,23.4,22.98,4700,,-0.0179
20200812,20200819,600690.SH,海尔智家,21.7,23.79,5100,,0.0963
20200812,20200819,601238.SH,广汽集团,10.79,10.7,10200,,-0.0083
20200812,20200819,601155.SH,新城控股,34.4,35.66,3200,,0.0366
20200812,20200819,600346.SH,恒力石化,19.21,19.34,5800,,0.0068
20200812,20200819,600741.SH,华域汽车,23.33,24.66,4700,,0.057
20200819,20200826,601216.SH,君正集团,10.59,9.34,10700,20200820,-0.118
20200819,20200826,601155.SH,新城控股,35.66,36.3,3200,,0.0179
20200819,20200826,601088.SH,中国神华,16.05,15.78,7100,,-0.0168
20200819,20200826,600340.SH,华夏幸福,17.93,17.44,6300,,-0.0273
20200819,20200826,601009.SH,南京银行,8.8,8.6,12900,,-0.0227
20200819,20200826,601006.SH,大秦铁路,6.65,6.6,17100,,-0.0075
20200819,20200826,600383.SH,金地集团,15.35,14.94,7400,,-0.0267
20200819,20200826,600028.SH,中国石化,4.06,4.04,28000,,-0.0049
20200819,20200826,600036.SH,招商银行,38.84,37.7,2900,,-0.0294
20200819,20200826,600606.SH,绿地控股,8.6,7.91,13200,20200825,-0.0802
20200826,20200902,601088.SH,中国神华,15.78,16.12,7000,,0.0215
20200826,20200902,601155.SH,新城控股,36.3,35.34,3000,,-0.0264
20200826,20200902,600009.SH,上海机场,78.19,76.14,1400,,-0.0262
20200826,20200902,601009.SH,南京银行,8.6,8.44,12800,,-0.0186
20200826,20200902,600926.SH,杭州银行,11.53,12.98,9500,,0.1258
20200826,20200902,601006.SH,大秦铁路,6.6,6.6,16700,,0.0
20200826,20200902,600028.SH,中国石化,4.04,4.03,27200,,-0.0025
20200826,20200902,600025.SH,华能水电,4.06,4.09,27100,,0.0074
20200826,20200902,600048.SH,保利发展,16.55,16.12,6600,,-0.026
20200826,20200902,600340.SH,华夏幸福,17.44,16.8,6300,,-0.0367
20200902,20200909,601088.SH,中国神华,16.12,16.38,6800,,0.0161
20200902,20200909,000568.SZ,泸州老窖,148.04,136.5,700,,-0.078
20200902,20200909,600900.SH,长江电力,19.6,19.9,5600,,0.0153
20200902,20200909,600028.SH,中国石化,4.03,3.95,27300,,-0.0199
20200902,20200909,601225.SH,陕西煤业,8.16,8.35,13500,,0.0233
20200902,20200909,601877.SH,正泰电器,34.6,30.15,3200,20200907,-0.1286
20200902,20200909,600801.SH,华新建材,27.89,26.0,3900,,-0.0678
20200902,20200909,600309.SH,万华化学,74.6,71.2,1500,,-0.0456
20200902,20200909,600025.SH,华能水电,4.09,4.19,26900,,0.0244
20200902,20200909,600919.SH,江苏银行,6.5,6.54,16900,,0.0062
20200909,20200916,601088.SH,中国神华,16.38,16.07,6500,,-0.0189
20200909,20200916,600900.SH,长江电力,19.9,20.7,5400,,0.0402
20200909,20200916,600104.SH,上汽集团,19.8,19.6,5400,,-0.0101
20200909,20200916,601166.SH,兴业银行,16.4,16.1,6500,,-0.0183
20200909,20200916,601225.SH,陕西煤业,8.35,8.46,12800,,0.0132
20200909,20200916,000002.SZ,万科A,28.1,27.92,3800,,-0.0064
20200909,20200916,601633.SH,长城汽车,16.7,17.19,6400,,0.0293
20200909,20200916,600019.SH,宝钢股份,5.02,5.01,21400,,-0.002
20200909,20200916,600919.SH,江苏银行,6.54,6.4,16400,,-0.0214
20200909,20200916,600887.SH,伊利股份,39.43,39.72,2700,,0.0074
20200916,20200923,600900.SH,长江电力,20.7,20.21,5200,,-0.0237
20200916,20200923,601088.SH,中国神华,16.07,16.5,6700,,0.0268
20200916,20200923,601633.SH,长城汽车,17.19,17.53,6200,,0.0198
20200916,20200923,600025.SH,华能水电,4.26,4.21,25200,,-0.0117
20200916,20200923,600019.SH,宝钢股份,5.01,5.05,21400,,0.008
20200916,20200923,601225.SH,陕西煤业,8.46,8.65,12700,,0.0225
20200916,20200923,600104.SH,上汽集团,19.6,19.81,5500,,0.0107
20200916,20200923,600660.SH,福耀玻璃,31.88,33.67,3400,,0.0561
20200916,20200923,601166.SH,兴业银行,16.1,16.29,6700,,0.0118
20200916,20200923,600741.SH,华域汽车,25.61,26.88,4000,,0.0496
20200923,20200930,601088.SH,中国神华,16.5,16.55,6600,,0.003
20200923,20200930,601155.SH,新城控股,37.72,35.54,2900,,-0.0578
20200923,20200930,600383.SH,金地集团,15.45,14.8,7100,,-0.0421
20200923,20200930,600048.SH,保利发展,16.85,16.2,6500,,-0.0386
20200923,20200930,002601.SZ,龙佰集团,25.16,24.6,4300,,-0.0223
20200923,20200930,000002.SZ,万科A,29.1,28.71,3700,,-0.0134
20200923,20200930,600104.SH,上汽集团,19.81,19.22,5500,,-0.0298
20200923,20200930,600019.SH,宝钢股份,5.05,4.97,21600,,-0.0158
20200923,20200930,601225.SH,陕西煤业,8.65,8.61,12600,,-0.0046
20200923,20200930,601398.SH,工商银行,4.93,4.92,22100,,-0.002
20200930,20201009,000333.SZ,美的集团,72.9,73.06,1500,,0.0022
20200930,20201009,600132.SH,重庆啤酒,105.0,102.15,1000,,-0.0271
20200930,20201009,601088.SH,中国神华,16.55,16.65,6400,,0.006
20200930,20201009,601155.SH,新城控股,35.54,35.39,3000,,-0.0042
20200930,20201009,600031.SH,三一重工,24.74,25.52,4300,,0.0315
20200930,20201009,601225.SH,陕西煤业,8.61,8.67,12400,,0.007
20200930,20201009,601288.SH,农业银行,3.18,3.18,33500,,0.0
20200930,20201009,600801.SH,华新建材,25.65,25.36,4200,,-0.0113
20200930,20201009,002050.SZ,三花智控,22.12,22.94,4800,,0.0371
20200930,20201009,601988.SH,中国银行,3.21,3.21,32400,,0.0
20201009,20201014,000333.SZ,美的集团,73.06,75.1,1500,,0.0279
20201009,20201014,601088.SH,中国神华,16.65,16.73,6400,,0.0048
20201009,20201014,601155.SH,新城控股,35.39,34.68,3000,,-0.0201
20201009,20201014,600031.SH,三一重工,25.52,27.57,4200,,0.0803
20201009,20201014,601288.SH,农业银行,3.18,3.17,33600,,-0.0031
20201009,20201014,601108.SH,财通证券,14.58,14.58,7300,,0.0
20201009,20201014,601988.SH,中国银行,3.21,3.21,33300,,0.0
20201009,20201014,601398.SH,工商银行,4.94,4.92,21600,,-0.004
20201009,20201014,002050.SZ,三花智控,22.94,23.5,4700,,0.0244
20201009,20201014,002415.SZ,海康威视,38.7,39.07,2600,,0.0096
20201014,20201021,601088.SH,中国神华,16.73,16.8,6500,,0.0042
20201014,20201021,000333.SZ,美的集团,75.1,75.88,1400,,0.0104
20201014,20201021,601818.SH,光大银行,3.95,4.03,27400,,0.0203
20201014,20201021,300628.SZ,亿联网络,65.28,60.33,1700,,-0.0758
20201014,20201021,601006.SH,大秦铁路,6.49,6.48,16600,,-0.0015
20201014,20201021,601166.SH,兴业银行,16.89,17.8,6400,,0.0539
20201014,20201021,600132.SH,重庆啤酒,105.18,105.52,1000,,0.0032
20201014,20201021,600104.SH,上汽集团,20.53,20.98,5300,,0.0219
20201014,20201021,601225.SH,陕西煤业,9.18,9.16,11800,,-0.0022
20201014,20201021,601601.SH,中国太保,32.76,33.68,3300,,0.0281
20201021,20201028,601166.SH,兴业银行,17.8,17.81,6100,,0.0006
20201021,20201028,601818.SH,光大银行,4.03,4.01,27000,,-0.005
20201021,20201028,601088.SH,中国神华,16.8,16.79,6500,,-0.0006
20201021,20201028,000333.SZ,美的集团,75.88,75.76,1400,,-0.0016
20201021,20201028,601006.SH,大秦铁路,6.48,6.44,16800,,-0.0062
20201021,20201028,600104.SH,上汽集团,20.98,21.17,5200,,0.0091
20201021,20201028,002415.SZ,海康威视,39.02,44.04,2800,,0.1287
20201021,20201028,300529.SZ,健帆生物,76.3,78.3,1400,,0.0262
20201021,20201028,601601.SH,中国太保,33.68,34.05,3200,,0.011
20201021,20201028,002304.SZ,洋河股份,157.0,167.0,700,,0.0637
20201028,20201104,601166.SH,兴业银行,17.81,18.2,6200,,0.0219
20201028,20201104,601818.SH,光大银行,4.01,4.02,27700,,0.0025
20201028,20201104,600019.SH,宝钢股份,5.43,5.59,20400,,0.0295
20201028,20201104,600036.SH,招商银行,40.63,42.12,2700,,0.0367
20201028,20201104,600104.SH,上汽集团,21.17,23.99,5200,,0.1332
20201028,20201104,002304.SZ,洋河股份,167.0,174.0,700,,0.0419
20201028,20201104,000001.SZ,平安银行,17.76,18.35,6300,,0.0332
20201028,20201104,600028.SH,中国石化,3.88,3.95,28600,,0.018
20201028,20201104,601088.SH,中国神华,16.79,16.8,6600,,0.0006
20201028,20201104,601006.SH,大秦铁路,6.44,6.4,16600,,-0.0062
20201104,20201111,600028.SH,中国石化,3.95,4.05,29000,,0.0253
20201104,20201111,600019.SH,宝钢股份,5.59,6.42,20500,,0.1485
20201104,20201111,601899.SH,紫金矿业,7.65,7.68,15000,,0.0039
20201104,20201111,600036.SH,招商银行,42.12,44.0,2700,,0.0446
20201104,20201111,601088.SH,中国神华,16.8,17.84,6800,,0.0619
20201104,20201111,601166.SH,兴业银行,18.2,18.52,6300,,0.0176
20201104,20201111,002304.SZ,洋河股份,174.0,181.0,700,,0.0402
20201104,20201111,002415.SZ,海康威视,45.96,48.38,2500,,0.0527
20201104,20201111,000001.SZ,平安银行,18.35,18.2,6200,,-0.0082
20201104,20201111,600900.SH,长江电力,19.9,20.22,5300,,0.0161
20201111,20201118,600028.SH,中国石化,4.05,4.1,29400,,0.0123
20201111,20201118,601088.SH,中国神华,17.84,17.81,6700,,-0.0017
20201111,20201118,600690.SH,海尔智家,28.41,28.9,4200,,0.0172
20201111,20201118,002415.SZ,海康威视,48.38,46.75,2500,,-0.0337
20201111,20201118,600660.SH,福耀玻璃,41.42,40.79,2900,,-0.0152
20201111,20201118,600741.SH,华域汽车,33.99,33.5,3500,,-0.0144
20201111,20201118,600606.SH,绿地控股,6.44,6.31,18500,,-0.0202
20201111,20201118,000651.SZ,格力电器,65.71,68.1,1800,,0.0516
20201111,20201118,601328.SH,交通银行,4.61,4.58,25800,,-0.0065
20201111,20201118,002304.SZ,洋河股份,181.0,174.01,600,,-0.0386
20201118,20201125,000651.SZ,格力电器,68.1,67.01,1700,,-0.016
20201118,20201125,601088.SH,中国神华,17.81,18.6,6600,,0.0444
20201118,20201125,600028.SH,中国石化,4.1,4.25,28900,,0.0366
20201118,20201125,000002.SZ,万科A,30.0,31.0,3900,,0.0333
20201118,20201125,601006.SH,大秦铁路,6.58,6.77,18000,,0.0289
20201118,20201125,600019.SH,宝钢股份,6.32,6.59,18700,,0.0427
20201118,20201125,603816.SH,顾家家居,81.55,82.0,1500,,0.0055
20201118,20201125,600340.SH,华夏幸福,14.59,14.47,8100,,-0.0082
20201118,20201125,300498.SZ,温氏股份,19.24,19.35,6100,,0.0057
20201118,20201125,600383.SH,金地集团,14.96,15.05,7900,,0.006
20201125,20201202,002601.SZ,龙佰集团,33.4,32.2,3600,,-0.0359
20201125,20201202,601006.SH,大秦铁路,6.77,6.82,17800,,0.0074
20201125,20201202,601988.SH,中国银行,3.27,3.36,36800,,0.0275
20201125,20201202,600028.SH,中国石化,4.25,4.22,28300,,-0.0071
20201125,20201202,601088.SH,中国神华,18.6,19.7,6500,,0.0591
20201125,20201202,600000.SH,浦发银行,9.9,10.26,12200,,0.0364
20201125,20201202,600340.SH,华夏幸福,14.47,14.85,8300,,0.0263
20201125,20201202,601009.SH,南京银行,8.4,8.76,14300,,0.0429
20201125,20201202,600346.SH,恒力石化,26.85,26.23,4500,,-0.0231
20201125,20201202,600406.SH,国电南瑞,25.69,23.13,4600,20201126,-0.0996
20201202,20201209,601006.SH,大秦铁路,6.82,6.78,17700,,-0.0059
20201202,20201209,601088.SH,中国神华,19.7,18.58,6100,,-0.0569
20201202,20201209,600340.SH,华夏幸福,14.85,14.55,8100,,-0.0202
20201202,20201209,600188.SH,兖矿能源,11.53,11.03,10500,,-0.0434
20201202,20201209,000708.SZ,中信特钢,21.78,20.73,5500,,-0.0482
20201202,20201209,600000.SH,浦发银行,10.26,9.98,11800,,-0.0273
20201202,20201209,601939.SH,建设银行,7.29,6.78,16600,,-0.07
20201202,20201209,600025.SH,华能水电,4.61,4.47,26200,,-0.0304
20201202,20201209,601169.SH,北京银行,5.03,4.96,24000,,-0.0139
20201202,20201209,600016.SH,民生银行,5.42,5.35,22300,,-0.0129
20201209,20201216,601006.SH,大秦铁路,6.78,6.57,17200,,-0.031
20201209,20201216,601601.SH,中国太保,37.98,37.19,3100,,-0.0208
20201209,20201216,601169.SH,北京银行,4.96,4.83,23500,,-0.0262
20201209,20201216,600016.SH,民生银行,5.35,5.19,21800,,-0.0299
20201209,20201216,300498.SZ,温氏股份,19.77,19.19,5900,,-0.0293
20201209,20201216,600188.SH,兖矿能源,11.03,10.14,10600,20201215,-0.0807
20201209,20201216,601088.SH,中国神华,18.58,17.66,6300,,-0.0495
20201209,20201216,600000.SH,浦发银行,9.98,9.72,11700,,-0.0261
20201209,20201216,600031.SH,三一重工,31.5,31.4,3700,,-0.0032
20201209,20201216,600025.SH,华能水电,4.47,4.59,25600,,0.0268
20201216,20201223,601155.SH,新城控股,35.24,34.66,3200,,-0.0165
20201216,20201223,600025.SH,华能水电,4.59,4.42,24700,,-0.037
20201216,20201223,600887.SH,伊利股份,40.37,41.37,2800,,0.0248
20201216,20201223,002304.SZ,洋河股份,198.59,223.38,600,,0.1248
20201216,20201223,300498.SZ,温氏股份,19.19,18.4,5900,,-0.0412
20201216,20201223,600016.SH,民生银行,5.19,5.13,21800,,-0.0116
20201216,20201223,300529.SZ,健帆生物,71.3,72.0,1600,,0.0098
20201216,20201223,601169.SH,北京银行,4.83,4.76,23500,,-0.0145
20201216,20201223,002555.SZ,三七互娱,28.86,29.25,3900,,0.0135
20201216,20201223,600340.SH,华夏幸福,13.82,13.39,7800,,-0.0311
20201223,20201230,000538.SZ,云南白药,110.0,109.95,1000,,-0.0005
20201223,20201230,300498.SZ,温氏股份,18.4,18.15,6200,,-0.0136
20201223,20201230,600887.SH,伊利股份,41.37,41.87,2700,,0.0121
20201223,20201230,601088.SH,中国神华,17.78,17.96,6400,,0.0101
20201223,20201230,600406.SH,国电南瑞,24.88,26.3,4600,,0.0571
20201223,20201230,300529.SZ,健帆生物,72.0,69.74,1600,,-0.0314
20201223,20201230,000708.SZ,中信特钢,20.41,21.17,5600,,0.0372
20201223,20201230,600132.SH,重庆啤酒,117.03,114.36,1000,,-0.0228
20201223,20201230,600660.SH,福耀玻璃,41.96,46.55,2700,,0.1094
20201223,20201230,600016.SH,民生银行,5.13,5.16,21900,,0.0058
20201230,20210106,000333.SZ,美的集团,95.5,103.0,1200,,0.0785
20201230,20210106,600660.SH,福耀玻璃,46.55,50.99,2500,,0.0954
20201230,20210106,002304.SZ,洋河股份,224.96,261.0,500,,0.1602
20201230,20210106,600406.SH,国电南瑞,26.3,27.0,4400,,0.0266
20201230,20210106,000708.SZ,中信特钢,21.17,23.9,5500,,0.129
20201230,20210106,601877.SH,正泰电器,37.05,39.57,3100,,0.068
20201230,20210106,601088.SH,中国神华,17.96,17.62,6400,,-0.0189
20201230,20210106,000538.SZ,云南白药,109.95,140.0,1000,,0.2733
20201230,20210106,600028.SH,中国石化,4.01,4.05,28800,,0.01
20201230,20210106,002202.SZ,金风科技,13.86,15.19,8300,,0.096
20210106,20210113,000333.SZ,美的集团,103.0,105.0,1200,,0.0194
20210106,20210113,600660.SH,福耀玻璃,50.99,56.7,2500,,0.112
20210106,20210113,600406.SH,国电南瑞,27.0,27.58,4700,,0.0215
20210106,20210113,300498.SZ,温氏股份,19.97,18.37,6300,20210111,-0.0801
20210106,20210113,600690.SH,海尔智家,31.91,35.35,3900,,0.1078
20210106,20210113,600346.SH,恒力石化,31.56,35.11,4000,,0.1125
20210106,20210113,000651.SZ,格力电器,66.0,64.0,1900,,-0.0303
20210106,20210113,601088.SH,中国神华,17.62,18.27,7100,,0.0369
20210106,20210113,600016.SH,民生银行,5.16,5.19,24400,,0.0058
20210106,20210113,600031.SH,三一重工,36.58,45.7,3400,,0.2493
20210113,20210120,000708.SZ,中信特钢,25.72,26.9,5200,,0.0459
20210113,20210120,601939.SH,建设银行,6.48,6.93,20500,,0.0694
20210113,20210120,000333.SZ,美的集团,105.0,94.85,1300,20210119,-0.0967
20210113,20210120,601229.SH,上海银行,8.1,8.37,16400,,0.0333
20210113,20210120,600016.SH,民生银行,5.19,5.26,25500,,0.0135
20210113,20210120,601328.SH,交通银行,4.49,4.58,29500,,0.02
20210113,20210120,600028.SH,中国石化,4.16,4.2,31900,,0.0096
20210113,20210120,601009.SH,南京银行,8.01,8.41,16600,,0.0499
20210113,20210120,601398.SH,工商银行,5.03,5.18,26400,,0.0298
20210113,20210120,002601.SZ,龙佰集团,39.0,39.54,3200,,0.0138
20210120,20210127,601939.SH,建设银行,6.93,6.65,19500,,-0.0404
20210120,20210127,600000.SH,浦发银行,10.13,9.67,13300,,-0.0454
20210120,20210127,601328.SH,交通银行,4.58,4.48,29500,,-0.0218
20210120,20210127,601229.SH,上海银行,8.37,8.06,16100,,-0.037
20210120,20210127,601398.SH,工商银行,5.18,5.04,26100,,-0.027
20210120,20210127,601006.SH,大秦铁路,6.64,6.44,20300,,-0.0301
20210120,20210127,601225.SH,陕西煤业,10.97,10.87,12300,,-0.0091
20210120,20210127,601288.SH,农业银行,3.19,3.14,42300,,-0.0157
20210120,20210127,601169.SH,北京银行,4.92,4.76,27400,,-0.0325
20210120,20210127,600036.SH,招商银行,52.1,51.61,2500,,-0.0094
20210127,20210203,600036.SH,招商银行,51.61,52.07,2500,,0.0089
20210127,20210203,601939.SH,建设银行,6.65,6.7,19700,,0.0075
20210127,20210203,601166.SH,兴业银行,22.99,23.62,5700,,0.0274
20210127,20210203,601225.SH,陕西煤业,10.87,10.15,12100,,-0.0662
20210127,20210203,002601.SZ,龙佰集团,41.5,44.6,3200,,0.0747
20210127,20210203,601818.SH,光大银行,4.07,3.99,32200,,-0.0197
20210127,20210203,000708.SZ,中信特钢,26.89,30.0,4900,,0.1157
20210127,20210203,601088.SH,中国神华,18.01,16.94,7300,,-0.0594
20210127,20210203,601229.SH,上海银行,8.06,8.28,16300,,0.0273
20210127,20210203,601998.SH,中信银行,5.2,5.21,25200,,0.0019
20210203,20210210,601155.SH,新城控股,44.1,43.41,3000,,-0.0156
20210203,20210210,600000.SH,浦发银行,10.19,10.67,13000,,0.0471
20210203,20210210,600025.SH,华能水电,4.49,4.43,29600,,-0.0134
20210203,20210210,600919.SH,江苏银行,5.51,5.74,24100,,0.0417
20210203,20210210,601328.SH,交通银行,4.48,4.5,29600,,0.0045
20210203,20210210,601998.SH,中信银行,5.21,5.28,25500,,0.0134
20210203,20210210,601229.SH,上海银行,8.28,8.57,16000,,0.035
20210203,20210210,601166.SH,兴业银行,23.62,26.94,5600,,0.1406
20210203,20210210,600606.SH,绿地控股,5.36,5.25,24800,,-0.0205
20210203,20210210,601009.SH,南京银行,8.21,8.87,16200,,0.0804
20210210,20210218,600000.SH,浦发银行,10.67,10.8,12800,,0.0122
20210210,20210218,600919.SH,江苏银行,5.74,5.71,23800,,-0.0052
20210210,20210218,601009.SH,南京银行,8.87,8.82,15400,,-0.0056
20210210,20210218,601229.SH,上海银行,8.57,8.53,16000,,-0.0047
20210210,20210218,601998.SH,中信银行,5.28,5.3,25900,,0.0038
20210210,20210218,000338.SZ,潍柴动力,25.5,26.05,5400,,0.0216
20210210,20210218,601328.SH,交通银行,4.5,4.58,30400,,0.0178
20210210,20210218,600016.SH,民生银行,5.13,5.21,26700,,0.0156
20210210,20210218,300498.SZ,温氏股份,17.4,17.81,7900,,0.0236
20210210,20210218,600028.SH,中国石化,4.1,4.45,32900,,0.0854
20210218,20210224,600000.SH,浦发银行,10.8,10.81,12900,,0.0009
20210218,20210224,601288.SH,农业银行,3.24,3.25,42900,,0.0031
20210218,20210224,601006.SH,大秦铁路,6.55,6.6,21200,,0.0076
20210218,20210224,600926.SH,杭州银行,17.72,17.0,7800,,-0.0406
20210218,20210224,601166.SH,兴业银行,26.9,26.13,5200,,-0.0286
20210218,20210224,601939.SH,建设银行,7.23,7.4,19200,,0.0235
20210218,20210224,601328.SH,交通银行,4.58,4.61,30300,,0.0066
20210218,20210224,601009.SH,南京银行,8.82,8.87,15800,,0.0057
20210218,20210224,600919.SH,江苏银行,5.71,5.89,24300,,0.0315
20210218,20210224,601398.SH,工商银行,5.33,5.37,25800,,0.0075
20210224,20210303,601006.SH,大秦铁路,6.6,6.52,21100,,-0.0121
20210224,20210303,601328.SH,交通银行,4.61,4.54,30200,,-0.0152
20210224,20210303,600000.SH,浦发银行,10.81,10.45,12900,,-0.0333
20210224,20210303,601288.SH,农业银行,3.25,3.21,42800,,-0.0123
20210224,20210303,601398.SH,工商银行,5.37,5.28,25900,,-0.0168
20210224,20210303,601009.SH,南京银行,8.87,8.72,15700,,-0.0169
20210224,20210303,600919.SH,江苏银行,5.89,5.7,23600,,-0.0323
20210224,20210303,601939.SH,建设银行,7.4,7.03,18800,,-0.05
20210224,20210303,600016.SH,民生银行,5.25,5.15,26500,,-0.019
20210224,20210303,601988.SH,中国银行,3.24,3.23,42500,,-0.0031
20210303,20210310,600048.SH,保利发展,15.86,15.17,8600,,-0.0435
20210303,20210310,001979.SZ,招商蛇口,12.8,12.61,10600,,-0.0148
20210303,20210310,601006.SH,大秦铁路,6.52,6.82,20900,,0.046
20210303,20210310,601088.SH,中国神华,17.94,18.15,7600,,0.0117
20210303,20210310,600383.SH,金地集团,12.69,12.28,10700,,-0.0323
20210303,20210310,600606.SH,绿地控股,5.6,5.53,24300,,-0.0125
20210303,20210310,300498.SZ,温氏股份,18.13,18.28,7500,,0.0083
20210303,20210310,601328.SH,交通银行,4.54,4.64,30000,,0.022
20210303,20210310,600028.SH,中国石化,4.35,4.49,31300,,0.0322
20210303,20210310,000069.SZ,华侨城A,8.05,8.32,16700,,0.0335
20210310,20210317,601006.SH,大秦铁路,6.82,6.97,20000,,0.022
20210310,20210317,600188.SH,兖矿能源,11.69,12.52,11700,,0.071
20210310,20210317,601088.SH,中国神华,18.15,18.96,7500,,0.0446
20210310,20210317,601328.SH,交通银行,4.64,4.73,29400,,0.0194
20210310,20210317,601898.SH,中煤能源,5.09,5.2,26800,,0.0216
20210310,20210317,600606.SH,绿地控股,5.53,5.7,24700,,0.0307
20210310,20210317,300498.SZ,温氏股份,18.28,17.33,7500,,-0.052
20210310,20210317,001979.SZ,招商蛇口,12.61,12.81,10800,,0.0159
20210310,20210317,601988.SH,中国银行,3.26,3.31,41900,,0.0153
20210310,20210317,601288.SH,农业银行,3.33,3.4,41000,,0.021
20210317,20210324,601006.SH,大秦铁路,6.97,6.88,20000,,-0.0129
20210317,20210324,601328.SH,交通银行,4.73,4.67,29500,,-0.0127
20210317,20210324,601288.SH,农业银行,3.4,3.39,41000,,-0.0029
20210317,20210324,600188.SH,兖矿能源,12.52,12.42,11100,,-0.008
20210317,20210324,601988.SH,中国银行,3.31,3.29,42100,,-0.006
20210317,20210324,600016.SH,民生银行,5.28,5.22,26400,,-0.0114
20210317,20210324,601088.SH,中国神华,18.96,18.05,7400,,-0.048
20210317,20210324,600023.SH,浙能电力,3.7,3.78,37700,,0.0216
20210317,20210324,601169.SH,北京银行,4.9,4.8,28400,,-0.0204
20210317,20210324,600606.SH,绿地控股,5.7,5.62,24300,,-0.014
20210324,20210331,601006.SH,大秦铁路,6.88,7.01,20000,,0.0189
20210324,20210331,600023.SH,浙能电力,3.78,3.81,36400,,0.0079
20210324,20210331,601328.SH,交通银行,4.67,4.9,29500,,0.0493
20210324,20210331,601288.SH,农业银行,3.39,3.37,40600,,-0.0059
20210324,20210331,600919.SH,江苏银行,6.36,6.43,21600,,0.011
20210324,20210331,000069.SZ,华侨城A,9.33,10.01,14800,,0.0729
20210324,20210331,600025.SH,华能水电,5.38,5.6,25600,,0.0409
20210324,20210331,600016.SH,民生银行,5.22,5.03,26400,,-0.0364
20210324,20210331,601229.SH,上海银行,8.73,8.75,15800,,0.0023
20210324,20210331,601988.SH,中国银行,3.29,3.32,41600,,0.0091
20210331,20210407,600741.SH,华域汽车,27.42,26.65,5100,,-0.0281
20210331,20210407,601328.SH,交通银行,4.9,4.87,28600,,-0.0061
20210331,20210407,601006.SH,大秦铁路,7.01,6.88,20000,,-0.0185
20210331,20210407,600023.SH,浙能电力,3.81,3.85,36700,,0.0105
20210331,20210407,000069.SZ,华侨城A,10.01,10.49,14000,,0.048
20210331,20210407,600606.SH,绿地控股,5.51,5.58,25400,,0.0127
20210331,20210407,601229.SH,上海银行,8.75,8.73,16000,,-0.0023
20210331,20210407,600016.SH,民生银行,5.03,4.96,27800,,-0.0139
20210331,20210407,600803.SH,新奥股份,17.98,18.45,7800,,0.0261
20210331,20210407,601998.SH,中信银行,5.47,5.35,25300,,-0.0219
20210407,20210414,002032.SZ,苏泊尔,74.89,71.84,1900,,-0.0407
20210407,20210414,601328.SH,交通银行,4.87,4.91,28700,,0.0082
20210407,20210414,600132.SH,重庆啤酒,114.68,118.7,1200,,0.0351
20210407,20210414,601088.SH,中国神华,19.5,19.4,7200,,-0.0051
20210407,20210414,600023.SH,浙能电力,3.85,3.74,36300,,-0.0286
20210407,20210414,000708.SZ,中信特钢,26.38,25.37,5300,,-0.0383
20210407,20210414,000069.SZ,华侨城A,10.49,10.17,13300,,-0.0305
20210407,20210414,603816.SH,顾家家居,81.5,80.33,1700,,-0.0144
20210407,20210414,601607.SH,上海医药,20.21,19.52,6900,,-0.0341
20210407,20210414,601988.SH,中国银行,3.3,3.32,42400,,0.0061
20210414,20210421,601328.SH,交通银行,4.91,4.91,28100,,0.0
20210414,20210421,601088.SH,中国神华,19.4,19.8,7100,,0.0206
20210414,20210421,300529.SZ,健帆生物,86.33,91.0,1600,,0.0541
20210414,20210421,600028.SH,中国石化,4.34,4.37,31800,,0.0069
20210414,20210421,600132.SH,重庆啤酒,118.7,124.0,1200,,0.0447
